InChI,Key,smiles,Formula,Weight,logP(o/w),b_rotN,vol,lip_violation,ASA_P,Natural,ChemicalName
"InChI=1S/C17H26N3O15P/c18-9-1-2-20(16(29)19-9)14-12(26)11(25)8(33-14)5-32-36(30,31)35-17(15(27)28)3-6(22)10(24)13(34-17)7(23)4-21/h1-2,6-8,10-14,21-26H,3-5H2,(H,27,28)(H,30,31)(H2,18,19,29)",YWWJKULNWGRYAS-UHFFFAOYSA-N,P(OC1(OC(C(O)CO)C(O)C(O)C1)C(O)=O)(OCC1OC(N2C=CC(=NC2=O)N)C(O)C1O)(O)=O,C14H12O3,543.375,-4.9510,9,374.75,3,467.34625,1,"2-[[5-(4-amino-2-oxo-pyrimidin-1-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxy-tetrahydropyran-2-carboxylic acid"
"InChI=1S/C6H14NO5P/c7-5(6(8)9)3-1-2-4-13(10,11)12/h5H,1-4,7H2,(H,8,9)(H2,10,11,12)",QIOXWRQXHFVNLV-UHFFFAOYSA-N,P(O)(O)(=O)CCCCC(N)C(O)=O,C9H8O2,211.15399,-3.7957,6,152.88,0,264.3031,1,2-amino-6-phosphono-hexanoic acid
"InChI=1S/C14H17BNO4/c1-10(17)16-14(15(18,19)20)9-12-7-4-6-11-5-2-3-8-13(11)12/h2-8,14,18-20H,9H2,1H3,(H,16,17)/q-1",XDFLCBUAVBYWFW-UHFFFAOYSA-N,O[B-](O)(O)C(NC(=O)C)Cc1c2c(ccc1)cccc2,C10H11ClO3,274.104,1.4900,5,243.75,0,155.17738,0,[1-acetamido-2-(1-naphthyl)ethyl]-trihydroxy-boranuide
"InChI=1S/C22H16ClN3O2/c23-16-7-5-15(6-8-16)13-26-14-19(18-3-1-2-4-20(18)26)21(27)22(28)25-17-9-11-24-12-10-17/h1-12,14H,13H2,(H,24,25,28)",SOLIIYNRSAWTSQ-UHFFFAOYSA-N,Clc1ccc(cc1)Cn1cc(c2c1cccc2)C(=O)C(=O)Nc1ccncc1,C10H11N3O3S,389.84198,4.3180,6,365.38,0,110.15311,1,2-[1-[(4-chlorophenyl)methyl]indol-3-yl]-2-oxo-<I>N</I>-(4-pyridyl)acetamide
"InChI=1S/C10H12N2O4/c13-9(14)8(11-10(15)12-16)6-7-4-2-1-3-5-7/h1-5,8,16H,6H2,(H,13,14)(H2,11,12,15)",IOFPEOPOAMOMBE-UHFFFAOYSA-N,OC(=O)C(NC(=O)NO)Cc1ccccc1,C10H12O3,224.21599,0.3880,6,190.75,0,204.27858,1,2-(hydroxycarbamoylamino)-3-phenyl-propanoic acid
"InChI=1S/C11H16N3O7P/c1-6-10(15)8(3-13-9-5-20-14-11(9)16)7(2-12-6)4-21-22(17,18)19/h2,9,13,15H,3-5H2,1H3,(H,14,16)(H2,17,18,19)",NNRZSZJOQKAGTO-UHFFFAOYSA-N,P(OCc1cnc(C)c(O)c1CNC1CONC1=O)(O)(O)=O,C12H7Cl3O2,333.237,-1.9720,6,248.88,0,329.15137,0,[5-hydroxy-6-methyl-4-[[(3-oxoisoxazolidin-4-yl)amino]methyl]-3-pyridyl]methyl dihydrogen phosphate
"InChI=1S/C15H23N5O4/c16-11(8-9-3-5-10(21)6-4-9)13(22)20-12(14(23)24)2-1-7-19-15(17)18/h3-6,11-12,21H,1-2,7-8,16H2,(H,20,22)(H,23,24)(H4,17,18,19)",JXNRXNCCROJZFB-UHFFFAOYSA-N,Oc1ccc(cc1)CC(N)C(=O)NC(CCCN=C(N)N)C(O)=O,C13H10N2O3S,337.38,-0.3240,10,295.00,1,317.09521,1,2-[[2-amino-3-(4-hydroxyphenyl)propanoyl]amino]-5-guanidino-pentanoic acid
"InChI=1S/C9H11N5O4/c10-7-5-8(12-2-11-7)14(3-13-5)1-4(15)6(16)9(17)18/h2-4,6,15-16H,1H2,(H,17,18)(H2,10,11,12)",LIEMBEWXEZJEEZ-UHFFFAOYSA-N,OC(C(O)C(O)=O)Cn1c2ncnc(N)c2nc1,C13H18O2,253.218,-2.0049,4,205.00,0,321.73721,0,"4-(6-aminopurin-9-yl)-2,3-dihydroxy-butanoic acid"
"InChI=1S/C23H39NO2/c1-3-4-5-6-7-8-9-10-11-12-16-19-22(25)24-20(2)23(26)21-17-14-13-15-18-21/h13-15,17-18,20,23,26H,3-12,16,19H2,1-2H3,(H,24,25)",YLAZEWZHIRBZDA-UHFFFAOYSA-N,OC(C(NC(=O)CCCCCCCCCCCCC)C)c1ccccc1,C13H9Cl3N2O,361.56998,6.5570,16,369.63,1,72.880959,1,<I>N</I>-(2-hydroxy-1-methyl-2-phenyl-ethyl)tetradecanamide
"InChI=1S/C6H12N2O6S/c7-4(6(10)11)1-2-5(9)8-3-15(12,13)14/h4H,1-3,7H2,(H,8,9)(H,10,11)(H,12,13,14)",HCMBCMVOCRJSME-UHFFFAOYSA-N,S(O)(=O)(=O)CNC(=O)CCC(N)C(O)=O,C14H12O3,240.23599,-4.7727,7,168.50,0,303.34247,1,2-amino-5-oxo-5-(sulfomethylamino)pentanoic acid
"InChI=1S/C6H14O12P2/c7-1-2(8)4(10)6(18-20(14,15)16)5(3(1)9)17-19(11,12)13/h1-10H,(H2,11,12,13)(H2,14,15,16)",MCKAJXMRULSUKI-UHFFFAOYSA-N,P(OC1C(OP(O)(O)=O)C(O)C(O)C(O)C1O)(O)(O)=O,C15H12N2O,340.11398,-5.5223,4,186.25,2,389.77798,0,"(2,3,4,5-tetrahydroxy-6-phosphonooxy-cyclohexyl) dihydrogen phosphate"
"InChI=1S/C20H30O4/c1-2-3-6-10-17(21)13-14-18-16(12-15-19(18)22)9-7-4-5-8-11-20(23)24/h4,7,12,14-17,21H,2-3,5-6,8-11,13H2,1H3,(H,23,24)",TUXFWOHFPFBNEJ-UHFFFAOYSA-N,O=C1C=CC(CC=CCCCC(O)=O)C1=CCC(O)CCCCC,C4H4KNO4S,334.45599,3.2950,12,330.13,0,179.75407,1,(<I>E</I>)-7-[(5<I>Z</I>)-5-(3-hydroxyoctylidene)-4-oxo-cyclopent-2-en-1-yl]hept-5-enoic acid
"InChI=1S/C49H54N6O2/c1-56-38-8-12-44-40(30-38)48-42-32-54(24-18-36(42)6-10-46(48)50-44)28-26-52-20-14-34(15-21-52)4-3-5-35-16-22-53(23-17-35)27-29-55-25-19-37-7-11-47-49(43(37)33-55)41-31-39(57-2)9-13 -45(41)51-47/h6-13,18-19,24-25,30-35H,3-5,14-17,20-23,2",OAPSNAJHSNYHAG-UHFFFAOYSA-P,O(C)c1cc2c3c4c(ccc3[nH]c2cc1)cc[n+](c4)CCN1CCC(CC1)CCCC1CCN(CC1)CC[n+]1cc2c3c4cc(OC)ccc4[nH]c3ccc2cc1,C7H6O3,761.02698,11.2420,12,750.50,2,204.90895,0,"10-methoxy-2-[2-[4-[3-[1-[2-(10-methoxy-7<I>H</I>-pyrido[4,3-c]carbazol-2-ium-2-yl)ethyl]-4-piperidyl]propyl]-1-piperidyl]ethyl]-7<I>H</I>-pyrido[4,3-c]carbazol-2-ium"
"InChI=1S/C10H15N2O13P3/c1-6-4-12(10(14)11-9(6)13)8-3-2-7(23-8)5-22-27(18,19)25-28(20,21)24-26(15,16)17/h2-4,7-8H,5H2,1H3,(H,18,19)(H,20,21)(H,11,13,14)(H2,15,16,17)",ODSQODTUNULBHF-UHFFFAOYSA-N,P(OCC1OC(N2C=C(C)C(=O)NC2=O)C=C1)(OP(OP(O)(O)=O)(O)=O)(O)=O,C7H8N4O2,464.15298,-3.6650,8,295.38,1,447.71722,1,"[hydroxy-[[5-(5-methyl-2,4-dioxo-pyrimidin-1-yl)-2,5-dihydrofuran-2-yl]methoxy]phosphoryl] phosphono hydrogen phosphate"
InChI=1S/C10H6Cl4O4/c1-17-9(15)3-5(11)7(13)4(10(16)18-2)8(14)6(3)12/h1-2H3,NPOJQCVWMSKXDN-UHFFFAOYSA-N,Clc1c(C(OC)=O)c(Cl)c(Cl)c(C(OC)=O)c1Cl,C8H8O3,331.966,4.1440,4,237.63,0,122.80693,1,"dimethyl 2,3,5,6-tetrachlorobenzene-1,4-dicarboxylate"
"InChI=1S/C4H6N4O/c5-2-1-3(9)8-4(6)7-2/h1H,(H5,5,6,7,8,9)",SWELIMKTDYHAOY-UHFFFAOYSA-N,Oc1nc(nc(N)c1)N,C8H9NO2,126.119,-0.9080,0,104.75,0,250.15466,0,"2,6-diaminopyrimidin-4-ol"
"InChI=1S/C16H10O5/c1-21-16-11(7-17)12(18)6-10-13(16)15(20)9-5-3-2-4-8(9)14(10)19/h2-7,18H,1H3",IPDMWUNUULAXLU-UHFFFAOYSA-N,O(C)c1c2c(cc(O)c1C=O)C(=O)c1c(cccc1)C2=O,C10H11ClO3,282.25101,2.5700,2,252.50,0,181.06465,0,"3-hydroxy-1-methoxy-9,10-dioxo-anthracene-2-carbaldehyde"
"InChI=1S/C14H8O4/c15-9-5-1-3-7-11(9)14(18)12-8(13(7)17)4-2-6-10(12)16/h1-6,15-16H",QBPFLULOKWLNNW-UHFFFAOYSA-N,Oc1c2c(ccc1)C(=O)c1c(C2=O)c(O)ccc1,C10H12O3,240.21399,2.3440,0,212.38,0,129.27866,0,"1,8-dihydroxyanthracene-9,10-dione"
"InChI=1S/C14H10N4O5/c19-13-8-17(14(20)16-13)15-7-11-5-6-12(23-11)9-1-3-10(4-2-9)18(21)22/h1-7H,8H2,(H,16,19,20)/p-1",OZOMQRBLCMDCEG-UHFFFAOYSA-M,o1c(ccc1C=NN1CC(=O)N=C1[O-])-c1ccc([N+](=O)[O-])cc1,C12H7Cl3O2,313.24899,3.2140,4,273.13,0,254.31767,1,3-[(E)-[5-(4-nitrophenyl)-2-furyl]methyleneamino]-5-oxo-4<I>H</I>-imidazol-2-olate
"InChI=1S/C14H10N4O5/c19-13-8-17(14(20)16-13)15-7-11-5-6-12(23-11)9-1-3-10(4-2-9)18(21)22/h1-7H,8H2,(H,16,19,20)",OZOMQRBLCMDCEG-UHFFFAOYSA-N,o1c(ccc1C=NN1CC(=O)NC1=O)-c1ccc([N+](=O)[O-])cc1,C13H10N2O3S,314.25699,1.8600,4,273.13,0,262.49792,1,"1-[(E)-[5-(4-nitrophenyl)-2-furyl]methyleneamino]imidazolidine-2,4-dione"
"InChI=1S/C16H15N5/c17-15(18)10-3-1-9(2-4-10)13-7-11-5-6-12(16(19)20)8-14(11)21-13/h1-8,21H,(H3,17,18)(H3,19,20)",FWBHETKCLVMNFS-UHFFFAOYSA-N,[nH]1c2cc(ccc2cc1-c1ccc(cc1)C(N)=N)C(N)=N,C13H18O2,277.33099,2.8790,3,267.63,1,252.25621,0,2-(4-carbamimidoylphenyl)-1<I>H</I>-indole-6-carboxamidine
"InChI=1S/C12H12N2O2S/c13-9-1-5-11(6-2-9)17(15,16)12-7-3-10(14)4-8-12/h1-8H,13-14H2",MQJKPEGWNLWLTK-UHFFFAOYSA-N,S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,C13H9Cl3N2O,248.306,1.4140,2,209.88,0,183.83345,1,4-(4-aminophenyl)sulfonylaniline
"InChI=1S/C23H26F2N2O4/c1-14(26-19(28)12-15-10-17(24)13-18(25)11-15)21(29)27-20(16-8-6-5-7-9-16)22(30)31-23(2,3)4/h5-11,13-14,20H,12H2,1-4H3,(H,26,28)(H,27,29)",DWJXYEABWRJFSP-UHFFFAOYSA-N,Fc1cc(cc(F)c1)CC(=O)NC(C(=O)NC(C(OC(C)(C)C)=O)c1ccccc1)C,C14H12O3,432.46698,4.1870,11,384.13,0,96.06073,0,"tert-butyl 2-[2-[[2-(3,5-difluorophenyl)acetyl]amino]propanoylamino]-2-phenyl-acetate"
"InChI=1S/C17H21N2/c1-4-19-14-6-5-7-17(19)13-10-15-8-11-16(12-9-15)18(2)3/h5-14H,4H2,1-3H3/q+1",VZWMLCVBIUHDKX-UHFFFAOYSA-N,[n+]1(ccccc1\C=C\c1ccc(N(C)C)cc1)CC,C15H12N2O,253.36899,4.3800,4,275.88,0,68.399002,1,"4-[(<I>E</I>)-2-(1-ethylpyridin-1-ium-2-yl)vinyl]-<I>N</I>,<I>N</I>-dimethyl-aniline"
"InChI=1S/C27H29NO10/c1-10-22(30)14(28)7-17(37-10)38-16-9-27(35,11(2)29)8-13-19(16)26(34)21-20(24(13)32)23(31)12-5-4-6-15(36-3)18(12)25(21)33/h4-6,10,14,16-17,22,30,32,34-35H,7-9,28H2,1-3H3",STQGQHZAVUOBTE-UHFFFAOYSA-N,O1C(C)C(O)C(N)CC1OC1CC(O)(Cc2c1c(O)c1c(C(=O)c3c(C1=O)c(OC)ccc3)c2O)C(=O)C,C4H4KNO4S,527.526,1.3270,4,433.50,3,259.17682,1,"9-acetyl-7-(4-amino-5-hydroxy-6-methyl-tetrahydropyran-2-yl)oxy-6,9,11-trihydroxy-4-methoxy-8,10-dihydro-7<I>H</I>-tetracene-5,12-dione"
"InChI=1S/C32H39NO10/c1-14(34)32(40)11-17-21(19(12-32)42-13-30(5)29(3,4)28(33)31(6,39)15(2)43-30)27(38)23-22(25(17)36)24(35)16-9-8-10-18(41-7)20(16)26(23)37/h8-10,15,19,28,36,38-40H,11-13,33H2,1-7H3",YQXGVUYVJQGASW-UHFFFAOYSA-N,O1C(COC2CC(O)(Cc3c2c(O)c2c(C(=O)c4c(C2=O)c(OC)ccc4)c3O)C(=O)C)(C)C(C)(C)C(N)C(O)(C)C1C,C7H6O3,597.66101,2.8210,5,491.13,3,253.56435,0,"9-acetyl-7-[(4-amino-5-hydroxy-2,3,3,5,6-pentamethyl-tetrahydropyran-2-yl)methoxy]-6,9,11-trihydroxy-4-methoxy-8,10-dihydro-7<I>H</I>-tetracene-5,12-dione"
"InChI=1S/C11H11N5O2/c12-11-15-8(10(18)16-11)6-2-4-14-9(17)7-5(6)1-3-13-7/h1,3,13H,2,4H2,(H,14,17)(H3,12,15,16,18)",JYRJOQGKGMHTOO-UHFFFAOYSA-N,O=C1N=C(NC1=C1CCNC(=O)c2[nH]ccc12)N,C7H8N4O2,245.24199,-0.2850,0,210.13,0,297.72729,1,"(4<I>Z</I>)-4-(2-amino-4-oxo-1<I>H</I>-imidazol-5-ylidene)-1,5,6,7-tetrahydropyrrolo[2,3-c]azepin-8-one"
"InChI=1S/C46H82NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-27-29-31-33-35-37-39-46(48)54-45(44-53-55(49,50)52-42-40-47(3,4)5)43-51-41-38-36-34-32-30-28-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25 ,27,29,33,35,45H,6-7,9,11-13,15,17-19,21,23,26,28,30-32",QQQQNYAHSSIZBU-UHFFFAOYSA-N,P(OCC(OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COCCCCCCCCCCCCCCCC)(OCC[N+](C)(C)C)(=O)[O-],C8H10N4O2,792.13599,9.7515,40,790.75,2,268.6731,0,"[2-[(4<I>E</I>,7<I>E</I>,10<I>E</I>,13<I>E</I>,16<I>E</I>,19<I>E</I>)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-3-hexadecoxy-propyl] 2-(trimethylammonio)ethyl phosphate"
"InChI=1S/C46H82NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-27-29-31-33-35-37-39-46(48)54-45(44-53-55(49,50)52-42-40-47(3,4)5)43-51-41-38-36-34-32-30-28-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25 ,27,29,33,35,45H,6-7,9,11-13,15,17-19,21,23,26,28,30-32",QQQQNYAHSSIZBU-UHFFFAOYSA-O,P(OCC(OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COCCCCCCCCCCCCCCCC)(OCC[N+](C)(C)C)(O)=O,C8H14ClN5,793.14398,9.8015,40,790.75,2,291.36307,1,"2-[[2-[(4<I>E</I>,7<I>E</I>,10<I>E</I>,13<I>E</I>,16<I>E</I>,19<I>E</I>)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-3-hexadecoxy-propoxy]-hydroxy-phosphoryl]oxyethyl-trimethyl-ammonium"
"InChI=1S/C20H32O6/c1-7-17(4)10-12(22)20(25)18(5)11(21)8-9-16(2,3)14(18)13(23)15(24)19(20,6)26-17/h7,11,13-15,21,23-25H,1,8-10H2,2-6H3",WPDITXOBNLYZHH-UHFFFAOYSA-N,O1C2(C)C(O)(C3(C(C(O)C2O)C(CCC3O)(C)C)C)C(=O)CC1(C=C)C,C8H9NO2,368.47,1.3430,1,273.75,0,149.4005,0,"5,6,10,10<I>b</I>-tetrahydroxy-3,4<I>a</I>,7,7,10<I>a</I>-pentamethyl-3-vinyl-5,6,6<I>a</I>,8,9,10-hexahydro-2<I>H</I>-benzo[f]chromen-1-one"
"InChI=1S/C10H13N3/c11-10(12)13-6-5-8-3-1-2-4-9(8)7-13/h1-4H,5-7H2,(H3,11,12)/p+1",JWPGJSVJDAJRLW-UHFFFAOYSA-O,[N+]1(CCc2c(C1)cccc2)=C(N)N,C9H10O3,176.243,1.0880,0,171.88,0,125.56955,1,"3,4-dihydro-1<I>H</I>-isoquinolin-2-ium-2-ylidenemethanediamine"
"InChI=1S/C10H13N3/c11-10(12)13-6-5-8-3-1-2-4-9(8)7-13/h1-4H,5-7H2,(H3,11,12)",JWPGJSVJDAJRLW-UHFFFAOYSA-N,NC(=N)N1CCc2c(C1)cccc2,C9H8O2,175.235,1.5700,1,171.88,0,120.82877,0,"3,4-dihydro-1<I>H</I>-isoquinoline-2-carboxamidine"
"InChI=1S/C16H38N2/c1-17(2,3)15-13-11-9-7-8-10-12-14-16-18(4,5)6/h7-16H2,1-6H3/q+2",MTCUAOILFDZKCO-UHFFFAOYSA-N,[N+](CCCCCCCCCC[N+](C)(C)C)(C)(C)C,C10H11N3O3S,258.49399,2.9380,11,271.63,0,107.62991,1,trimethyl-[10-(trimethylammonio)decyl]ammonium
"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)",GHVNFZFCNZKVNT-UHFFFAOYSA-N,OC(=O)CCCCCCCCC,C10H12O3,172.26799,3.4900,8,175.25,0,86.175438,0,decanoic acid
"InChI=1S/C11H13N5O4/c1-5-7(18)8(19)11(2-17,20-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-4,7-8,17-19H,1-2H2,(H2,12,13,14)",UZSSGAOAYPICBZ-UHFFFAOYSA-N,O1C(n2c3ncnc(N)c3nc2)(CO)C(O)C(O)C1=C,C12H7Cl3O2,279.25598,-1.0579,2,220.38,0,308.63232,1,"2-(6-aminopurin-9-yl)-2-(hydroxymethyl)-5-methylene-tetrahydrofuran-3,4-diol"
"InChI=1S/C19H30O4/c1-5-6-7-8-9-10-11-12-13-15-14(2)16(20)18(22-3)19(23-4)17(15)21/h5-13H2,1-4H3",VMEGFMNVSYVVOM-UHFFFAOYSA-N,O(C)C=1C(=O)C(CCCCCCCCCC)=C(C)C(=O)C=1OC,C13H10N2O3S,322.44501,4.3867,11,313.88,0,120.37731,0,"2-decyl-5,6-dimethoxy-3-methyl-1,4-benzoquinone"
"InChI=1S/C7H9NO2/c1-5-7(10)6(9)3-4-8(5)2/h3-4,10H,1-2H3",TZXKOCQBRNJULO-UHFFFAOYSA-N,OC=1C(=O)C=CN(C)C=1C,C13H18O2,139.15399,0.3980,0,131.75,0,107.49588,1,"3-hydroxy-1,2-dimethyl-pyridin-4-one"
"InChI=1S/C25H48N6O8/c1-21(32)29(37)18-9-3-6-16-27-22(33)12-14-25(36)31(39)20-10-4-7-17-28-23(34)11-13-24(35)30(38)19-8-2-5-15-26/h37-39H,2-20,26H2,1H3,(H,27,33)(H,28,34)",UBQYURCVBFRUQT-UHFFFAOYSA-N,O=C(N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN)CCC(=O)NCCCCCN(O)C(=O)C,C13H9Cl3N2O,560.69299,-0.8470,28,506.00,3,339.91528,1,<I>N</I>-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxo-butanoyl]-hydroxy-amino]pentyl]-<I>N</I>'-(5-aminopentyl)-<I>N</I>'-hydroxy-butanediamide
"InChI=1S/C24H34O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-14,16-18,22H,4-12H2,1-3H3,(H,28,29)/p-1",OHXPGWPVLFPUSM-UHFFFAOYSA-M,O=C1CC2C(C3CCC(C(CCC(=O)[O-])C)C13C)C(=O)CC1CC(=O)CCC12C,C14H12O3,401.52298,2.2610,4,331.50,0,178.3636,0,"4-(10,13-dimethyl-3,7,12-trioxo-1,2,4,5,6,8,9,11,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl)pentanoate"
"InChI=1S/C24H34O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-14,16-18,22H,4-12H2,1-3H3,(H,28,29)",OHXPGWPVLFPUSM-UHFFFAOYSA-N,O=C1CC2C(C3CCC(C(CCC(O)=O)C)C13C)C(=O)CC1CC(=O)CCC12C,C15H12N2O,402.53098,2.1400,4,331.50,0,183.67511,1,"4-(10,13-dimethyl-3,7,12-trioxo-1,2,4,5,6,8,9,11,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl)pentanoic acid"
"InChI=1S/C26H32N2O5/c1-3-33-26(32)23(14-13-19-9-5-4-6-10-19)27-18(2)25(31)28(17-24(29)30)22-15-20-11-7-8-12-21(20)16-22/h4-12,18,22-23,27H,3,13-17H2,1-2H3,(H,29,30)",WOUOLAUOZXOLJQ-UHFFFAOYSA-N,O(C(=O)C(NC(C(=O)N(CC(O)=O)C1Cc2c(C1)cccc2)C)CCc1ccccc1)CC,C4H4KNO4S,452.55099,3.6420,13,422.75,0,140.00717,0,2-[2-[(1-ethoxycarbonyl-3-phenyl-propyl)amino]propanoyl-indan-2-yl-amino]acetic acid
"InChI=1S/C21H30O2/c1-5-6-7-8-15-12-18(22)20-16-11-14(2)9-10-17(16)21(3,4)23-19(20)13-15/h9,12-13,16-17,22H,5-8,10-11H2,1-4H3",HCAWPGARWVBULJ-UHFFFAOYSA-N,O1c2c(C3C(CC=C(C3)C)C1(C)C)c(O)cc(c2)CCCCC,C7H6O3,314.46899,5.1560,4,306.50,1,49.210293,1,"6,6,9-trimethyl-3-pentyl-6<I>a</I>,7,10,10<I>a</I>-tetrahydrobenzo[c]chromen-1-ol"
"InChI=1S/C21H30O2/c1-5-6-7-8-15-12-18(22)20-16-11-14(2)9-10-17(16)21(3,4)23-19(20)13-15/h11-13,16-17,22H,5-10H2,1-4H3",CYQFCXCEBYINGO-UHFFFAOYSA-N,O1c2c(C3C(CCC(=C3)C)C1(C)C)c(O)cc(c2)CCCCC,C7H8N4O2,314.46899,5.5100,4,306.50,1,44.350929,1,"6,6,9-trimethyl-3-pentyl-6<I>a</I>,7,8,10<I>a</I>-tetrahydrobenzo[c]chromen-1-ol"
"InChI=1S/C14H8N2.C8H19N4.Rh/c15-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14(13)16;1-7(9)5-11-3-4-12-6-8(2)10;/h1-8H;7-11H,3-6H2,1-2H3;/q-2;-3;+2",GVXNCXWRDXZTSH-UHFFFAOYSA-N,[Rh+2].N(CC([NH-])C)CC[N-]CC([NH-])C.[N-]=C1c2c(-c3c(cccc3)C1=[N-])cccc2,C8H10N4O2,478.40601,1.3480,7,393.88,0,168.45967,0,(10-azanidylidene-9-phenanthrylidene)azanide;2-azanidylpropyl-[2-(2-azanidylpropylamino)ethyl]azanide;rhodium(2+)
"InChI=1S/C8H22N4/c1-7(9)5-11-3-4-12-6-8(2)10/h7-8,11-12H,3-6,9-10H2,1-2H3",NZNLWMMWMCQCIE-UHFFFAOYSA-N,N(CC(N)C)CCNCC(N)C,C8H14ClN5,174.29199,-1.4000,7,171.63,1,176.1073,1,"<I>N</I>1-[2-(2-aminopropylamino)ethyl]propane-1,2-diamine"
"InChI=1S/C14H10N2/c15-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14(13)16/h1-8,15-16H/b15-13-,16-14+",ASBFNPBREVZDOE-VCFJNTAESA-N,N=C1c2c(-c3c(cccc3)C1=N)cccc2,C8H8O3,206.248,3.1120,0,215.50,0,96.197151,0,"phenanthrene-9,10-diimine"
"InChI=1S/C22H19Br2NO3/c1-22(2)17(12-19(23)24)20(22)21(26)28-18(13-25)14-7-6-10-16(11-14)27-15-8-4-3-5-9-15/h3-12,17-18,20H,1-2H3",OWZREIFADZCYQD-UHFFFAOYSA-N,BrC(Br)=CC1C(C)(C)C1C(OC(C#N)c1cc(Oc2ccccc2)ccc1)=O,C8H9NO2,505.20599,6.1164,8,392.38,2,119.81409,1,"[cyano-(3-phenoxyphenyl)methyl] 3-(2,2-dibromovinyl)-2,2-dimethyl-cyclopropanecarboxylate"
"InChI=1S/C21H21ClN2O8/c1-24(2)14-7-5-6-10(16(27)12-9(25)4-3-8(22)11(12)15(6)26)18(29)21(7,32)19(30)13(17(14)28)20(23)31/h3-4,6-7,14-15,25-27,31-32H,5,23H2,1-2H3",HXPZLYXFFSKHJA-UHFFFAOYSA-N,Clc1c2c(C(O)=C3C(CC4C(O)(C(=O)C(=C(O)N)C(=O)C4N(C)C)C3=O)C2O)c(O)cc1,C9H10O3,464.858,0.0140,1,359.13,1,297.21918,1,"(2<I>Z</I>)-2-[amino(hydroxy)methylene]-7-chloro-4-(dimethylamino)-6,10,11,12<I>a</I>-tetrahydroxy-4<I>a</I>,5,5<I>a</I>,6-tetrahydro-4<I>H</I>-tetracene-1,3,12-trione"
"InChI=1S/C16H24N4O3/c1-4-6-8-19-14-13(18(11-17-14)10-12(3)21)15(22)20(16(19)23)9-7-5-2/h11H,4-10H2,1-3H3",HJPRDDKCXVCFOH-UHFFFAOYSA-N,O=C1N(CCCC)C(=O)N(c2ncn(c12)CC(=O)C)CCCC,C9H8O2,320.39301,1.8710,8,301.00,0,118.31734,0,"7-acetonyl-1,3-dibutyl-purine-2,6-dione"
"InChI=1S/C17H24O2/c1-3-5-6-7-8-9-10-14-17(19)15-12-11-13-16(18)4-2/h3,10,14,16-19H,1,4-9H2,2H3",XVWSXBIPJCKJCU-UHFFFAOYSA-N,OC(CC)C#CC#CC(O)C=CCCCCCC=C,C10H11ClO3,260.37698,4.3990,11,280.38,0,185.66862,1,"(9<I>E</I>)-heptadeca-9,16-dien-4,6-diyne-3,8-diol"
"InChI=1S/C17H22O2/c1-3-5-6-7-11-14-17(19)15-12-9-8-10-13-16(18)4-2/h3-4,12,15-19H,1-2,5-7,11,14H2",OVQWXPMFKIYGRC-UHFFFAOYSA-N,OC(CCCCCC=C)C=CC#CC#CC(O)C=C,C10H11N3O3S,258.36099,4.4600,11,285.13,0,208.1595,0,"(8<I>E</I>)-heptadeca-1,8,16-trien-4,6-diyne-3,10-diol"
"InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)",KXGVEGMKQFWNSR-UHFFFAOYSA-N,OC1CC2C(C3CCC(C(CCC(O)=O)C)C13C)CCC1CC(O)CCC12C,C10H12O3,392.57999,4.9140,4,328.00,0,181.72426,1,"4-(3,12-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1<I>H</I>-cyclopenta[a]phenanthren-17-yl)pentanoic acid"
